0.20003,0.6623,0.27
0.19474,0.6623,0.27
0.18946,0.6623,0.27
0.18418,0.6623,0.27
0.1789,0.6623,0.27
0.17362,0.6623,0.27
0.16833,0.6623,0.27
0.16306,0.6623,0.27
0.15777,0.6623,0.27
0.15249,0.6623,0.27
0.14721,0.6623,0.27
0.14193,0.6623,0.27
0.13664,0.6623,0.27
0.13136,0.6623,0.27
0.12609,0.6623,0.27
0.1208,0.6623,0.27
0.11552,0.6623,0.27
0.11024,0.6623,0.27
0.10496,0.6623,0.27
0.099676,0.6623,0.27
0.094395,0.6623,0.27
0.089113,0.6623,0.27
0.083831,0.6623,0.27
0.07855,0.6623,0.27
0.073268,0.6623,0.27
0.067987,0.6623,0.27
0.062705,0.6623,0.27
0.057424,0.6623,0.27
0.052143,0.6623,0.27
0.04686,0.6623,0.27
0.041579,0.6623,0.27
0.036297,0.6623,0.27
0.031016,0.6623,0.27
0.025735,0.6623,0.27
0.020453,0.6623,0.27
0.015172,0.6623,0.27
0.0098899,0.6623,0.27
0.0046084,0.6623,0.27
-0.00067312,0.6623,0.27
-0.0059547,0.6623,0.27
-0.011236,0.6623,0.27
-0.016517,0.6623,0.27
-0.021799,0.6623,0.27
-0.027081,0.6623,0.27
-0.032363,0.6623,0.27
-0.037644,0.6623,0.27
-0.042925,0.6623,0.27
-0.048207,0.6623,0.27
-0.053488,0.6623,0.27
-0.05877,0.6623,0.27
-0.064052,0.6623,0.27
-0.069333,0.6623,0.27
-0.074615,0.6623,0.27
-0.079896,0.6623,0.27
-0.085177,0.6623,0.27
-0.090459,0.6623,0.27
-0.09574,0.6623,0.27
-0.10102,0.6623,0.27
-0.10631,0.6623,0.27
-0.11158,0.6623,0.27
-0.11687,0.6623,0.27
-0.12215,0.6623,0.27
-0.12743,0.6623,0.27
-0.13271,0.6623,0.27
-0.13799,0.6623,0.27
-0.14328,0.6623,0.27
-0.14855,0.6623,0.27
-0.15384,0.6623,0.27
-0.15912,0.6623,0.27
-0.16441,0.6623,0.27
-0.16968,0.6623,0.27
-0.17496,0.6623,0.27
-0.18025,0.6623,0.27
-0.18552,0.6623,0.27
-0.19081,0.6623,0.27
-0.19609,0.6623,0.27
-0.20138,0.6623,0.27
-0.20665,0.6623,0.27
-0.21193,0.6623,0.27
-0.21722,0.6623,0.27
-0.22249,0.6623,0.27
-0.22778,0.6623,0.27
-0.23306,0.6623,0.27
-0.23835,0.6623,0.27
-0.24362,0.6623,0.27
-0.24891,0.6623,0.27
-0.25419,0.6623,0.27
-0.25946,0.6623,0.27
-0.26475,0.6623,0.27
-0.27003,0.6623,0.27
-0.27532,0.6623,0.27
-0.28059,0.6623,0.27
-0.28588,0.6623,0.27
-0.29116,0.6623,0.27
-0.29644,0.6623,0.27
-0.30172,0.6623,0.27
-0.307,0.6623,0.27
-0.31229,0.6623,0.27
-0.31756,0.6623,0.27
-0.32285,0.6623,0.27
-0.32813,0.6623,0.27
